race,date,city_wapo,state,body_camera,AGENCYNAME,POL_BWC,PERS_TRN_ACAD,PERS_TRN_FIELD,POL_COMP_EXTINV,POL_INV_INJRY,POL_INV_DTH,POL_INV_DCHG_GUN,PERS_CULTURE,PERS_CONFLICT,PERS_TOTAL,PERS_WHITE,FRAC_WHITE,PERS_BLACK,FRAC_BLACK,PERS_HISP,FRAC_HISP,PERS_AMIND,FRAC_AMIND,PERS_ASIAN,FRAC_ASIAN,PERS_HAWPI,FRAC_HAWPI,PERS_MULTI,FRAC_MULTI,PERS_UNK,FRAC_UNK
H,2015-01-17,Los Angeles,CA,0,LOS ANGELES POLICE DEPARTMENT,1,912,2080,0,0,0,0,1,1,9809,3242,0.330512794372515,1025,0.10449587113875013,4513,0.4600876745845652,34,0.0034662045060658577,738,0.0752370272199001,231,0.02354980120297686,0,0.0,26,0.0026506269752268326
H,2015-01-17,Fort Worth,TX,0,FORT WORTH POLICE DEPARTMENT,1,1110,720,0,0,0,0,0,0,1541,1047,0.6794289422452953,166,0.10772225827384815,281,0.18234912394548994,20,0.012978585334198572,25,0.016223231667748216,2,0.0012978585334198572,0,0.0,0,0.0
W,2015-01-18,Maricopa,AZ,0,CHANDLER POLICE DEPARTMENT,1,880,520,1,0,0,0,0,0,322,280,0.8695652173913043,5,0.015527950310559006,32,0.09937888198757763,0,0.0,5,0.015527950310559006,0,0.0,0,0.0,0,0.0
W,2015-01-18,Gunlock,KY,0,KENTUCKY STATE POLICE,0,985,80,0,0,0,0,0,0,1065,1021,0.9586854460093897,28,0.02629107981220657,7,0.006572769953051643,0,0.0,6,0.005633802816901409,0,0.0,0,0.0,3,0.0028169014084507044
B,2015-01-20,Scottsdale,AZ,0,SCOTTSDALE POLICE DEPARTMENT,1,585,520,0,0,0,0,0,0,411,364,0.8856447688564477,12,0.029197080291970802,21,0.051094890510948905,4,0.009732360097323601,9,0.021897810218978103,0,0.0,0,0.0,1,0.0024330900243309003
W,2015-01-21,Hemet,CA,0,RIVERSIDE COUNTY SHERIFF'S OFFICE,1,952,720,0,0,0,0,1,1,2048,1232,0.6015625,74,0.0361328125,650,0.3173828125,2,0.0009765625,50,0.0244140625,2,0.0009765625,34,0.0166015625,4,0.001953125
H,2015-01-21,Chapeno,TX,0,JIM HOGG COUNTY SHERIFF'S OFFICE,0,720,120,0,1,1,0,1,0,16,0,0.0,0,0.0,16,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2015-01-21,St. Louis,MO,0,BENOIT POLICE DEPARTMENT,0,0,0,0,1,1,0,0,0,-18,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0
B,2015-01-21,St. Louis,MO,0,MECHANICSVILLE POLICE DEPARTMENT,0,640,0,0,0,0,0,0,0,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2015-01-21,St. Louis,MO,0,SEYMOUR POLICE DEPARTMENT,0,630,80,0,1,1,1,0,0,1,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2015-01-21,St. Louis,MO,0,ISOLA POLICE DEPARTMENT,0,192,2560,0,1,1,1,0,0,2,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2015-01-21,St. Louis,MO,0,BINGEN-WHITE SALMONBINGEN POLICE DEPARTMENT,0,720,480,0,0,1,0,0,0,5,4,0.8,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2015-01-21,St. Louis,MO,0,OKOBOJI POLICE DEPARTMENT,0,480,0,0,0,0,0,0,0,4,4,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2015-01-21,St. Louis,MO,0,SUMNER POLICE DEPARTMENT,0,0,0,0,0,0,0,0,0,2,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2015-01-21,St. Louis,MO,0,BOROUGH OF PINE BEACH POLICE DEPARTMENT,1,733,240,0,1,1,1,0,0,8,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2015-01-21,St. Louis,MO,0,OXFORD POLICE DEPARTMENT,1,1000,60,0,1,1,1,1,1,16,14,0.875,0,0.0,2,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2015-01-21,St. Louis,MO,0,GAINESVILLE POLICE DEPARTMENT,1,408,534,0,1,1,1,0,0,98,84,0.8571428571428571,6,0.061224489795918366,7,0.07142857142857142,0,0.0,1,0.01020408163265306,0,0.0,0,0.0,0,0.0
B,2015-01-21,St. Louis,MO,0,SAINT LOUIS CITY POLICE DEPARTMENT,1,1110,480,0,0,0,0,0,0,1175,743,0.6323404255319149,392,0.33361702127659576,23,0.01957446808510638,4,0.003404255319148936,13,0.011063829787234043,0,0.0,0,0.0,0,0.0
W,2015-01-21,Derry,NH,0,DERRY POLICE DEPARTMENT,0,640,600,0,1,1,1,0,0,50,49,0.98,0,0.0,1,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2015-01-22,Sierra Blanca,TX,0,EL PASO COUNTY SHERIFF'S OFFICE,1,643,720,0,1,1,1,1,1,253,29,0.11462450592885376,7,0.02766798418972332,212,0.8379446640316206,5,0.019762845849802372,0,0.0,0,0.0,0,0.0,0,0.0
W,2015-01-22,Longview,TX,0,LONGVIEW POLICE DEPARTMENT,0,750,720,0,1,1,0,1,1,172,148,0.8604651162790697,17,0.09883720930232558,7,0.040697674418604654,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2015-01-23,Fort Lauderdale,FL,0,LAUDERHILL POLICE DEPARTMENT,0,800,720,0,0,1,0,1,1,93,53,0.5698924731182796,24,0.25806451612903225,14,0.15053763440860216,0,0.0,2,0.021505376344086023,0,0.0,0,0.0,0,0.0
H,2015-01-23,Levelland,TX,0,LUBBOCK COUNTY SHERIFF'S OFFICE,1,643,520,0,0,1,0,0,0,199,131,0.6582914572864321,10,0.05025125628140704,57,0.2864321608040201,1,0.005025125628140704,0,0.0,0,0.0,0,0.0,0,0.0
W,2015-01-23,Austin,TX,0,AUSTIN POLICE DEPARTMENT,1,1200,560,1,0,0,0,1,0,1812,1232,0.6799116997792495,178,0.09823399558498896,358,0.19757174392935983,4,0.002207505518763797,40,0.02207505518763797,0,0.0,0,0.0,0,0.0
W,2015-01-24,Rexburg,ID,0,FREMONT COUNTY SHERIFF'S OFFICE,0,600,480,0,1,1,0,0,0,20,17,0.85,0,0.0,0,0.0,0,0.0,0,0.0,1,0.05,2,0.1,0,0.0
B,2015-01-24,Baltimore,MD,0,BALTIMORE CITY POLICE,1,1000,400,1,0,0,0,0,0,2524,1248,0.49445324881141045,1010,0.4001584786053883,218,0.08637083993660856,5,0.0019809825673534074,43,0.017036450079239304,0,0.0,0,0.0,0,0.0
W,2015-01-24,Fort Worth,TX,0,FORT WORTH POLICE DEPARTMENT,1,1110,720,0,0,0,0,0,0,1541,1047,0.6794289422452953,166,0.10772225827384815,281,0.18234912394548994,20,0.012978585334198572,25,0.016223231667748216,2,0.0012978585334198572,0,0.0,0,0.0
H,2015-01-25,Pueblo,CO,0,PUEBLO POLICE DEPARTMENT,1,840,600,0,1,1,0,0,0,185,122,0.6594594594594595,3,0.016216216216216217,55,0.2972972972972973,1,0.005405405405405406,0,0.0,4,0.021621621621621623,0,0.0,0,0.0
H,2015-01-26,Denver,CO,0,DENVER POLICE DEPARTMENT,1,1010,640,1,0,1,1,1,1,1464,962,0.657103825136612,143,0.0976775956284153,306,0.20901639344262296,15,0.010245901639344262,36,0.02459016393442623,2,0.001366120218579235,0,0.0,0,0.0
W,2015-01-26,New Hope,MN,0,ROBBINSDALE POLICE DEPARTMENT,0,400,640,0,1,1,0,1,1,22,20,0.9090909090909091,0,0.0,0,0.0,2,0.09090909090909091,0,0.0,0,0.0,0,0.0,0,0.0
H,2015-01-26,Tahoka,TX,0,LUBBOCK POLICE DEPARTMENT,1,680,640,0,0,0,0,0,0,377,290,0.7692307692307693,6,0.015915119363395226,77,0.20424403183023873,0,0.0,0,0.0,0,0.0,4,0.010610079575596816,0,0.0
H,2015-01-26,Wasco,CA,0,KERN COUNTY SD CORONER,1,960,640,0,0,0,0,0,0,539,330,0.6122448979591837,6,0.011131725417439703,178,0.3302411873840445,5,0.00927643784786642,16,0.029684601113172542,1,0.0018552875695732839,0,0.0,3,0.0055658627087198514
W,2015-01-27,Omaha,NE,0,OMAHA POLICE DEPARTMENT,1,876,600,1,0,0,0,0,0,848,673,0.7936320754716981,72,0.08490566037735849,82,0.09669811320754718,6,0.007075471698113208,15,0.01768867924528302,0,0.0,0,0.0,0,0.0
N,2015-01-27,Phoenix,AZ,0,PHOENIX POLICE DEPARTMENT,1,920,640,0,0,0,0,0,0,-18,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0
W,2015-01-27,Morenci,AZ,0,BENSON POLICE DEPARTMENT,0,720,480,0,0,1,1,0,0,12,10,0.8333333333333334,0,0.0,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,1,0.08333333333333333
B,2015-01-27,Columbus,OH,0,COLUMBUS POLICE DEPARTMENT,1,1120,600,0,1,1,1,0,1,1802,1566,0.8690344062153164,187,0.10377358490566038,19,0.010543840177580466,3,0.001664816870144284,20,0.011098779134295227,7,0.00388457269700333,0,0.0,0,0.0
W,2015-01-28,Sunset,TX,0,TEXAS DEPARTMENT OF PUBLIC SAFETY,1,1176,1200,0,0,0,0,0,0,3796,2239,0.589831401475237,320,0.08429926238145416,1167,0.30742887249736567,36,0.009483667017913594,34,0.008956796628029505,0,0.0,0,0.0,0,0.0
W,2015-01-28,Rosenberg,TX,0,NEEDVILLE POLICE DEPARTMENT,1,740,420,0,1,1,1,0,0,8,7,0.875,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
A,2015-01-28,Stockton,CA,0,STOCKTON POLICE DEPARTMENT,1,800,1100,0,1,1,0,0,0,409,252,0.6161369193154034,12,0.029339853300733496,110,0.26894865525672373,1,0.0024449877750611247,32,0.07823960880195599,0,0.0,2,0.004889975550122249,0,0.0
W,2015-01-29,Wyoming,MI,0,GRAND RAPIDS POLICE DEPARTMENT,1,600,1160,1,0,1,1,1,1,290,254,0.8758620689655172,12,0.041379310344827586,12,0.041379310344827586,5,0.017241379310344827,7,0.02413793103448276,0,0.0,0,0.0,0,0.0
W,2015-01-29,Stillwater,OK,0,CARNEY POLICE DEPARTMENT,1,535,40,0,0,0,0,0,0,2,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2015-01-30,Billings,MT,0,YELLOWSTONE COUNTY SHERIFF'S OFFICE,0,480,520,0,0,0,0,0,0,52,50,0.9615384615384616,0,0.0,2,0.038461538461538464,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
H,2015-01-31,Houston,TX,0,HOUSTON POLICE DEPARTMENT,1,1114,720,1,0,1,0,0,0,5203,2385,0.4583893907361138,1110,0.21333845858158754,1365,0.2623486450124928,8,0.001537574476263694,335,0.06438593119354219,0,0.0,0,0.0,0,0.0
B,2015-01-31,Randallstown,MD,0,BALTIMORE COUNTY POLICE,1,1064,250,0,0,0,0,0,0,1869,1539,0.8234349919743178,252,0.1348314606741573,34,0.01819154628143392,8,0.004280363830925628,36,0.019261637239165328,0,0.0,0,0.0,0,0.0
W,2015-02-02,Hummelstown,PA,0,PALMYRA BOROUGH POLICE DEPARTMENT,0,754,600,0,1,1,1,0,0,9,9,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2015-02-02,Apple Valley,CA,0,SAN BERNARDINO POLICE DEPARTMENT,0,1040,760,0,0,0,0,0,0,216,124,0.5740740740740741,16,0.07407407407407407,64,0.2962962962962963,1,0.004629629629629629,7,0.032407407407407406,2,0.009259259259259259,2,0.009259259259259259,0,0.0
W,2015-02-02,Bay City,MI,0,ESSEXVILLE DEPARTMENT OF PUBLIC SAFETY,0,640,540,0,1,1,1,0,0,8,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2015-02-03,St. Louis,MO,0,RIVERVIEW POLICE DEPARTMENT,0,640,120,0,0,0,0,0,0,10,9,0.9,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2015-02-03,Emeryville,CA,0,ALAMEDA COUNTY SHERIFFS DEPARTMENT,1,1064,520,0,0,0,0,1,1,989,623,0.6299292214357938,103,0.10414560161779575,135,0.1365015166835187,4,0.004044489383215369,95,0.09605662285136501,8,0.008088978766430738,21,0.021233569261880688,0,0.0
B,2015-02-03,Antioch,CA,0,CONTRA COSTA COUNTY SHERIFF'S OFFICE/CORONER,1,1020,640,0,1,1,0,0,0,601,424,0.7054908485856906,44,0.07321131447587355,88,0.1464226289517471,0,0.0,24,0.03993344425956739,18,0.029950083194675542,2,0.0033277870216306157,1,0.0016638935108153079
W,2015-02-03,Douglas,GA,0,ATKINSON COUNTY SHERIFF'S DEPARTMENT,0,408,80,0,0,1,1,1,1,8,8,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2015-02-04,Tallahassee,FL,0,TALLAHASSEE POLICE DEPARTMENT,1,770,560,0,0,0,0,0,0,371,286,0.77088948787062,61,0.16442048517520216,17,0.04582210242587601,1,0.0026954177897574125,4,0.01078167115902965,0,0.0,2,0.005390835579514825,0,0.0
H,2015-02-04,Orlando,FL,0,ORLANDO POLICE DEPARTMENT,1,770,400,1,0,1,1,0,0,743,468,0.629878869448183,123,0.1655450874831763,132,0.17765814266487215,2,0.0026917900403768506,18,0.024226110363391656,0,0.0,0,0.0,0,0.0
H,2015-02-04,Tempe,AZ,0,TEMPE POLICE DEPARTMENT,1,825,600,0,0,0,0,1,1,347,238,0.6858789625360231,21,0.06051873198847262,62,0.1786743515850144,2,0.005763688760806916,5,0.01440922190201729,0,0.0,1,0.002881844380403458,18,0.05187319884726225
H,2015-02-04,Tempe,AZ,0,MESA POLICE DEPARTMENT,1,880,840,0,0,0,0,0,0,751,595,0.7922769640479361,29,0.03861517976031957,103,0.13715046604527298,6,0.007989347536617843,18,0.023968042609853527,0,0.0,0,0.0,0,0.0
B,2015-02-04,Lorena,TX,0,WACO POLICE DEPARTMENT,1,720,460,0,0,0,0,1,0,249,201,0.8072289156626506,23,0.09236947791164658,25,0.10040160642570281,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2015-02-04,Memphis,TN,0,SHELBY COUNTY SHERIFF'S OFFICE,0,920,400,1,1,1,0,0,0,619,332,0.5363489499192245,278,0.4491114701130856,6,0.009693053311793215,0,0.0,1,0.0016155088852988692,0,0.0,0,0.0,2,0.0032310177705977385
W,2015-02-05,Chino,CA,0,CORONA POLICE DEPARTMENT,1,952,664,0,1,1,1,0,0,160,103,0.64375,2,0.0125,51,0.31875,0,0.0,2,0.0125,1,0.00625,1,0.00625,0,0.0
B,2015-02-06,Oklahoma City,OK,0,OKLAHOMA CITY POLICE DEPARTMENT,1,1140,610,0,0,0,0,0,0,1101,920,0.8356039963669392,68,0.061762034514078114,64,0.05812897366030881,35,0.03178928247048138,10,0.009082652134423252,1,0.0009082652134423251,0,0.0,3,0.0027247956403269754
W,2015-02-07,Calimesa,CA,0,RIVERSIDE COUNTY SHERIFF'S OFFICE,1,952,720,0,0,0,0,1,1,2048,1232,0.6015625,74,0.0361328125,650,0.3173828125,2,0.0009765625,50,0.0244140625,2,0.0009765625,34,0.0166015625,4,0.001953125
B,2015-02-07,Gastonia,NC,0,GASTONIA POLICE DEPARTMENT,1,624,483,0,0,1,0,0,0,169,147,0.8698224852071006,14,0.08284023668639054,5,0.029585798816568046,0,0.0,3,0.01775147928994083,0,0.0,0,0.0,0,0.0
W,2015-02-08,Anchorage,AK,0,ANCHORAGE POLICE DEPARTMENT,0,960,720,0,0,0,0,1,1,388,313,0.8067010309278351,19,0.04896907216494845,21,0.05412371134020619,9,0.023195876288659795,18,0.04639175257731959,1,0.002577319587628866,7,0.01804123711340206,0,0.0
W,2015-02-08,Austin,TX,0,AUSTIN POLICE DEPARTMENT,1,1200,560,1,0,0,0,1,0,1812,1232,0.6799116997792495,178,0.09823399558498896,358,0.19757174392935983,4,0.002207505518763797,40,0.02207505518763797,0,0.0,0,0.0,0,0.0
W,2015-02-08,New City,NY,0,CLARKSTOWN TOWN POLICE DEPARTMENT,0,800,560,0,0,0,0,0,0,158,143,0.9050632911392406,2,0.012658227848101266,12,0.0759493670886076,0,0.0,0,0.0,0,0.0,1,0.006329113924050633,0,0.0
W,2015-02-08,Orange County,FL,0,ORANGE COUNTY SHERIFF'S OFFICE,1,770,880,0,0,1,0,0,0,1432,927,0.6473463687150838,196,0.13687150837988826,264,0.18435754189944134,7,0.004888268156424581,22,0.015363128491620111,1,0.0006983240223463687,15,0.01047486033519553,0,0.0
W,2015-02-08,Nocona,TX,0,RUNAWAY BAY POLICE DEPARTMENT,0,0,60,0,1,1,0,1,0,3,3,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2015-02-09,Smyrna,ME,0,MAINE STATE POLICE,0,1120,360,0,1,1,1,0,0,324,314,0.9691358024691358,1,0.0030864197530864196,3,0.009259259259259259,0,0.0,5,0.015432098765432098,1,0.0030864197530864196,0,0.0,0,0.0
B,2015-02-09,Dallas,TX,0,DALLAS POLICE DEPARTMENT,1,1630,960,1,0,1,0,0,0,3408,1707,0.5008802816901409,886,0.25997652582159625,706,0.20715962441314553,22,0.006455399061032864,77,0.022593896713615023,0,0.0,0,0.0,10,0.0029342723004694834
B,2015-02-10,Whitehaven,TN,0,MEMPHIS POLICE DEPARTMENT,1,840,2080,1,0,1,0,0,0,2009,882,0.43902439024390244,1081,0.5380786460925834,30,0.014932802389248382,0,0.0,0,0.0,0,0.0,0,0.0,16,0.007964161274265804
W,2015-02-10,New Castle,CO,0,AVON POLICE DEPARTMENT,1,0,644,0,0,1,1,0,0,18,17,0.9444444444444444,0,0.0,1,0.05555555555555555,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
H,2015-02-10,Pasco,WA,0,MOSES LAKE POLICE DEPARTMENT,1,720,600,0,1,1,1,0,0,33,22,0.6666666666666666,1,0.030303030303030304,6,0.18181818181818182,0,0.0,2,0.06060606060606061,1,0.030303030303030304,0,0.0,1,0.030303030303030304
B,2015-02-11,San Jose,CA,0,SAN JOSE POLICE DEPARTMENT,1,976,640,1,0,1,1,0,0,927,-18,-0.019417475728155338,-18,-0.019417475728155338,-18,-0.019417475728155338,-18,-0.019417475728155338,-18,-0.019417475728155338,-18,-0.019417475728155338,-18,-0.019417475728155338,-18,-0.019417475728155338
W,2015-02-11,Dadeville,AL,1,ECLECTIC POLICE DEPARTMENT,1,0,0,0,1,1,1,1,0,6,4,0.6666666666666666,2,0.3333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2015-02-13,San Bernardino,CA,0,SAN BERNARDINO POLICE DEPARTMENT,0,1040,760,0,0,0,0,0,0,216,124,0.5740740740740741,16,0.07407407407407407,64,0.2962962962962963,1,0.004629629629629629,7,0.032407407407407406,2,0.009259259259259259,2,0.009259259259259259,0,0.0
H,2015-02-13,Kansas City,KS,0,KANSAS CITY POLICE DEPARTMENT,0,705,600,0,0,0,0,1,0,334,243,0.7275449101796407,43,0.12874251497005987,44,0.1317365269461078,1,0.0029940119760479044,3,0.008982035928143712,0,0.0,0,0.0,0,0.0
H,2015-02-13,Reading,PA,0,PENNSYLVANIA STATE POLICE,0,1168,0,0,0,0,0,0,0,4343,4066,0.9362192033156804,151,0.034768593138383604,80,0.018420446695832374,7,0.0016117890858853327,35,0.008058945429426664,4,0.0009210223347916187,0,0.0,0,0.0
W,2015-02-13,McLemoresville,TN,0,CARROLL COUNTY SHERIFF'S OFFICE,0,480,0,0,1,1,0,0,0,79,73,0.9240506329113924,6,0.0759493670886076,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
H,2015-02-13,San Manuel,AZ,0,PINAL COUNTY SHERIFF'S OFFICE,0,825,560,0,1,1,1,0,0,-18,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0
W,2015-02-14,Essex,MD,0,BALTIMORE COUNTY POLICE,1,1064,250,0,0,0,0,0,0,1869,1539,0.8234349919743178,252,0.1348314606741573,34,0.01819154628143392,8,0.004280363830925628,36,0.019261637239165328,0,0.0,0,0.0,0,0.0
W,2015-02-14,Laredo,TX,0,LAREDO POLICE DEPARTMENT,1,756,320,0,1,1,0,0,0,473,14,0.02959830866807611,1,0.0021141649048625794,458,0.9682875264270613,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2015-02-15,Iuka,MS,0,IUKA POLICE DEPARTMENT,0,480,80,0,1,1,1,0,0,10,9,0.9,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2015-02-15,Colton,OR,0,CANBY POLICE DEPARTMENT,1,640,680,0,0,1,1,1,0,24,22,0.9166666666666666,0,0.0,2,0.08333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
B,2015-02-15,Miami Gardens,FL,0,MIAMI GARDENS POLICE DEPARTMENT,1,770,624,0,0,1,1,0,0,208,62,0.2980769230769231,83,0.39903846153846156,63,0.30288461538461536,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2015-02-16,Marana,AZ,0,ORO VALLEY POLICE DEPARTMENT,1,585,480,0,1,1,0,1,1,98,79,0.8061224489795918,1,0.01020408163265306,16,0.16326530612244897,0,0.0,2,0.02040816326530612,0,0.0,0,0.0,0,0.0
W,2015-02-16,Boise,ID,0,BOISE POLICE DEPARTMENT,1,840,560,0,1,1,1,1,1,294,267,0.9081632653061225,7,0.023809523809523808,7,0.023809523809523808,1,0.003401360544217687,1,0.003401360544217687,1,0.003401360544217687,0,0.0,10,0.034013605442176874
W,2015-02-16,Provo,UT,0,PROVO CITY POLICE DEPARTMENT,0,600,80,0,0,1,1,1,1,105,101,0.9619047619047619,0,0.0,1,0.009523809523809525,1,0.009523809523809525,0,0.0,2,0.01904761904761905,0,0.0,0,0.0
W,2015-02-17,Gaston County,NC,0,GASTONIA POLICE DEPARTMENT,1,624,483,0,0,1,0,0,0,169,147,0.8698224852071006,14,0.08284023668639054,5,0.029585798816568046,0,0.0,3,0.01775147928994083,0,0.0,0,0.0,0,0.0
W,2015-02-17,Springfield,MO,0,SPRINGFIELD POLICE DEPARTMENT,0,1100,520,1,0,0,0,0,0,330,310,0.9393939393939394,4,0.012121212121212121,10,0.030303030303030304,0,0.0,4,0.012121212121212121,0,0.0,2,0.006060606060606061,0,0.0
W,2015-02-17,Eaton Rapids Township,MI,0,GRAND LEDGE POLICE DEPARTMENT,1,480,480,0,0,1,0,0,0,14,14,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
H,2015-02-17,Del Rio,TX,0,SUTTON COUNTY SHERIFF'S OFFICE,0,560,160,0,1,1,1,0,0,-18,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0,-18,1.0
B,2015-02-18,Charlotte,NC,0,CHARLOTTEMECKLENBURG POLICE DEPARTMENT,1,972,136,0,1,1,1,1,1,1743,1299,0.7452667814113597,306,0.17555938037865748,79,0.045324153757888695,7,0.004016064257028112,39,0.022375215146299483,1,0.0005737234652897303,0,0.0,12,0.0068846815834767644
H,2015-02-20,Euless,TX,0,BEDFORD POLICE DEPARTMENT,0,736,776,0,0,1,0,0,0,76,64,0.8421052631578947,4,0.05263157894736842,7,0.09210526315789473,0,0.0,1,0.013157894736842105,0,0.0,0,0.0,0,0.0
B,2015-02-20,Homewood,AL,0,BIRMINGHAM POLICE DEPARTMENT,1,940,640,0,0,1,0,0,0,836,336,0.4019138755980861,485,0.5801435406698564,14,0.01674641148325359,0,0.0,1,0.0011961722488038277,0,0.0,0,0.0,0,0.0
B,2015-02-20,Birmingham,AL,0,BIRMINGHAM POLICE DEPARTMENT,1,940,640,0,0,1,0,0,0,836,336,0.4019138755980861,485,0.5801435406698564,14,0.01674641148325359,0,0.0,1,0.0011961722488038277,0,0.0,0,0.0,0,0.0
H,2015-02-20,Houston,TX,0,HOUSTON POLICE DEPARTMENT,1,1114,720,1,0,1,0,0,0,5203,2385,0.4583893907361138,1110,0.21333845858158754,1365,0.2623486450124928,8,0.001537574476263694,335,0.06438593119354219,0,0.0,0,0.0,0,0.0
W,2015-02-21,Ruidoso,NM,0,NEW MEXICO STATE POLICE,0,880,560,0,0,0,0,1,0,653,233,0.3568147013782542,25,0.03828483920367534,359,0.5497702909647779,31,0.04747320061255743,5,0.007656967840735069,0,0.0,0,0.0,0,0.0
W,2015-02-21,Indianapolis,IN,0,MCCORDSVILLE POLICE DEPARTMENT,0,600,480,0,0,1,1,0,0,12,12,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
W,2015-02-22,Palm Bay,FL,0,PALM BAY POLICE DEPARTMENT,0,844,140,0,1,1,1,1,1,149,116,0.7785234899328859,12,0.08053691275167785,18,0.12080536912751678,2,0.013422818791946308,1,0.006711409395973154,0,0.0,0,0.0,0,0.0
W,2015-02-23,Denham Springs,LA,0,LIVINGSTON PARISH SHERIFF'S OFFICE,1,400,700,0,0,0,0,1,1,278,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,278,1.0
W,2015-02-23,Powder Springs,GA,0,PAULDING COUNTY SHERIFF'S OFFICE,0,408,576,0,1,1,1,0,0,198,187,0.9444444444444444,8,0.04040404040404041,2,0.010101010101010102,0,0.0,0,0.0,0,0.0,1,0.005050505050505051,0,0.0
W,2015-02-23,Clarkesville,GA,0,DEMOREST POLICE DEPARTMENT,0,408,504,0,1,1,1,1,1,7,7,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
