,AGENCYNAME,CITY,STATE,COUNTY,FIPS,ORI9,POPSERVED,AGENCYTYPE,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Income,Poverty,Unemployment,gun_homicide_rate_smoothed,lat,lng,PERS_TOTAL,OPER_DIS,PERS_WHITE,FRAC_WHITE,PERS_BLACK,FRAC_BLACK,PERS_HISP,POL_CULTAW,FRAC_HISP,CP_MISSION,CP_PLAN,POL_MENTILL,PERS_CULTURE,PERS_CONFLICT
1908,MCHENRY COUNTY SHERIFF'S OFFICE,WOODSTOCK,IL, ,17111,IL0560000,307004,2,IL,McHenry,307357.0,153090.0,154267.0,12.1,82.6,1.3,0.0,2.6,0.0,77222.0,7.9,8.0,8.5,42.333355,-88.26675340000001,101,16825,91,0.900990099009901,2,0.019801980198019802,7,1,0.06930693069306931,1,1,1,2,2
1910,SAINT JOSEPH COUNTY SHERIFF'S DEPARTMENT,SOUTH BEND,IN,ST. JOSEPH,18141,IN0710000,269141,2,IN,St. Joseph,267246.0,129457.0,137789.0,8.0,74.4,12.8,0.3,2.0,0.1,45471.0,17.8,8.5,3.8,41.622808500000005,-86.3376761,116,36000,108,0.9310344827586207,7,0.0603448275862069,1,1,0.008620689655172414,2,2,1,2,2
1911,WEST LAFAYETTE POLICE DEPARTMENT,WEST LAFAYETTE,IN,TIPPECANOE,18157,IN0790200,45872,1,IN,Tippecanoe,180952.0,92366.0,88586.0,7.9,78.4,4.4,0.1,7.2,0.0,45932.0,22.2,6.5,1.4,41.2089559,-86.11493580000001,48,30000,44,0.9166666666666666,2,0.041666666666666664,1,1,0.020833333333333332,1,2,1,2,2
1912,MANY POLICE DEPARTMENT,MANY,LA,SABINE PARISH,22085,LA0430100,2790,1,LA,Sabine,24248.0,12059.0,12189.0,3.7,68.4,16.7,7.6,0.4,0.1,38828.0,19.5,10.6,5.5,31.489325199999996,-93.5003454,13,2700,11,0.8461538461538461,2,0.15384615384615385,0,1,0.0,-8,2,1,2,2
1913,MONROE POLICE DEPARTMENT,MONROE,LA,OUACHITA PARISH,22073,LA0370100,49297,1,LA,Ouachita,155769.0,74555.0,81214.0,2.1,58.7,37.2,0.3,0.9,0.0,37754.0,24.7,8.0,6.9,32.427185200000004,-92.2236667,134,143671,93,0.6940298507462687,41,0.30597014925373134,0,1,0.0,1,1,1,1,1
1916,BOURNE POLICE DEPARTMENT,BUZZARDS BAY,MA,BARNSTABLE,25001,MA0010200,19837,1,MA,Barnstable,214766.0,102244.0,112522.0,2.6,91.1,2.5,0.4,1.4,0.0,63251.0,8.7,7.0,1.0,41.7003208,-70.3002024,39,23120,38,0.9743589743589743,1,0.02564102564102564,0,2,0.0,1,1,1,2,2
1918,CALVERT COUNTY SHERIFF'S OFFICE,PRINCE FREDERICK,MD,CALVERT,24009,MD0050000,91251,2,MD,Calvert,90114.0,44495.0,45619.0,3.3,79.2,12.6,0.1,1.4,0.0,95828.0,5.8,7.6,4.7,38.494950300000006,-76.50257420000001,145,36723,132,0.9103448275862069,10,0.06896551724137931,3,1,0.020689655172413793,2,1,1,1,1
1919,SOMERSET COUNTY SHERIFF'S OFFICE,MADISON,ME,SOMERSET COUNTY,23025,ME0130000,50915,2,ME,Somerset,51577.0,25399.0,26178.0,1.0,96.1,0.3,0.4,0.3,0.0,40066.0,17.6,9.5,1.1,45.5913402,-69.9999212,23,18668,23,1.0,0,0.0,0,2,0.0,2,1,1,2,2
1920,RENVILLE COUNTY SHERIFF'S OFFICE,OLIVIA,MN, ,27129,MN0650000,14660,2,MN,Renville,15171.0,7715.0,7456.0,7.5,89.5,0.8,1.0,0.6,0.0,52149.0,11.1,5.0,,44.789126399999994,-95.21167309999998,14,6500,14,1.0,0,0.0,0,2,0.0,1,1,1,2,2
1921,CITY OF O'FALLON MO POLICE DEPARTMENT,O FALLON,MO,ST.CHARLES,29183,MO0920100,86274,1,MO,St. Charles,374805.0,184139.0,190666.0,3.1,88.2,4.4,0.2,2.3,0.0,72415.0,6.3,5.1,6.6,38.7881062,-90.4974359,146,39076,144,0.9863013698630136,2,0.0136986301369863,0,1,0.0,1,1,2,1,2
1922,BRANDON POLICE DEPARTMENT,BRANDON,MS,RANKIN,28121,MS0610100,23826,1,MS,Rankin,146761.0,70809.0,75952.0,2.6,75.2,19.6,0.1,1.2,0.0,58801.0,10.0,5.4,12.7,32.2653668,-89.9253233,37,20838,36,0.972972972972973,1,0.02702702702702703,0,2,0.0,1,2,1,2,2
1923,LOUISVILLE POLICE DEPARTMENT,LOUISVILLE,MS,WINSTON,28159,MS0800100,6324,1,MS,Winston,18697.0,9058.0,9639.0,1.1,50.8,47.4,0.4,0.2,0.0,33202.0,29.5,12.3,7.0,33.165033799999996,-89.0179332,32,1100,13,0.40625,19,0.59375,0,2,0.0,1,2,1,2,2
1924,WEST POINT POLICE DEPARTMENT,WEST POINT,MS,CLAY,28025,MS0130100,10880,1,MS,Clay,20279.0,9435.0,10844.0,1.2,39.6,58.2,0.1,0.6,0.0,31669.0,26.6,16.2,4.8,33.65678380000001,-88.8263006,31,15000,13,0.41935483870967744,18,0.5806451612903226,0,1,0.0,1,2,1,1,1
1925,EAST ORANGE POLICE,EAST ORANGE,NJ,ESSEX,34013,NJ0070600,64789,1,NJ,Essex,791609.0,380222.0,411387.0,21.7,31.9,38.7,0.1,4.9,0.0,53976.0,17.3,13.0,3.9,40.7947466,-74.2648829,207,32855,11,0.05314009661835749,174,0.8405797101449275,20,2,0.0966183574879227,1,2,1,1,1
1926,MONTCLAIR POLICE,MONTCLAIR,NJ,ESSEX,34013,NJ0071300,38700,1,NJ,Essex,791609.0,380222.0,411387.0,21.7,31.9,38.7,0.1,4.9,0.0,53976.0,17.3,13.0,3.9,40.7947466,-74.2648829,106,28815,74,0.6981132075471698,19,0.1792452830188679,8,1,0.07547169811320754,1,1,1,1,1
1927,NIAGARA COUNTY SHERIFF'S OFFICE,LOCKPORT,NY,NIAGARA,36063,NY0310000,211758,2,NY,Niagara,214150.0,104173.0,109977.0,2.5,86.5,7.3,0.9,1.1,0.0,49449.0,13.7,7.6,3.7,43.115326,-78.9853813,109,145000,105,0.963302752293578,1,0.009174311926605505,1,1,0.009174311926605505,2,1,1,2,2
1928,DELAWARE POLICE DEPARTMENT,DELAWARE,OH,DELAWARE,39041,OH0210100,38543,1,OH,Delaware,185433.0,91762.0,93671.0,2.3,87.1,3.6,0.1,4.8,0.0,91955.0,4.5,3.2,5.5,40.2986724,-83.067965,53,31658,49,0.9245283018867925,1,0.018867924528301886,3,2,0.05660377358490566,2,2,1,1,1
1929,FAIRFIELD COUNTY SHERIFF'S OFFICE,LANCASTER,OH,FAIRFIELD,39045,OH0230000,152597,2,OH,Fairfield,149112.0,74128.0,74984.0,2.0,88.0,6.4,0.1,1.4,0.0,60567.0,10.3,6.9,6.1,39.345467299999996,-84.56031870000001,115,50000,115,1.0,0,0.0,0,2,0.0,2,2,1,2,2
1930,LANCASTER POLICE DEPARTMENT,LANCASTER,OH,FAIRFIELD,39045,OH0230100,39848,1,OH,Fairfield,149112.0,74128.0,74984.0,2.0,88.0,6.4,0.1,1.4,0.0,60567.0,10.3,6.9,6.1,39.345467299999996,-84.56031870000001,67,52000,67,1.0,0,0.0,0,1,0.0,1,1,1,2,2
1931,REYNOLDSBURG POLICE DEPARTMENT,REYNOLDSBURG,OH,FRANKLIN,39049,OH0250800,27424,1,OH,Franklin,1215761.0,592278.0,623483.0,5.0,65.8,21.1,0.1,4.3,0.0,52341.0,17.5,7.0,5.4,39.5589474,-84.30410739999998,54,29989,51,0.9444444444444444,3,0.05555555555555555,0,2,0.0,1,1,1,2,2
1932,TRUMBULL COUNTY SHERIFF'S OFFICE,WARREN,OH,TRUMBULL,39155,OH0780000,201825,2,OH,Trumbull,206373.0,100568.0,105805.0,1.6,87.6,8.2,0.1,0.5,0.0,43073.0,17.3,7.4,3.7,41.3064984,-80.7214417,50,13000,46,0.92,3,0.06,0,2,0.0,2,2,2,2,2
1934,ATASCOSA COUNTY SHERIFF'S OFFICE,JOURDANTON,TX,ATASCOSA,48013,TX0070000,48797,2,TX,Atascosa,47050.0,23397.0,23653.0,62.8,35.0,0.8,0.1,0.3,0.0,52192.0,16.4,6.5,5.6,29.26483409999999,-98.7348026,42,9000,20,0.47619047619047616,0,0.0,21,1,0.5,2,2,1,1,1
1935,BURLESON POLICE DEPARTMENT,BURLESON,TX,JOHNSON,48251,TX1260200,35451,1,TX,Johnson,155450.0,77610.0,77840.0,19.5,74.6,2.5,0.5,0.8,0.4,58135.0,12.1,7.3,3.4,32.4133566,-97.3516558,63,83000,54,0.8571428571428571,1,0.015873015873015872,3,1,0.047619047619047616,1,1,1,2,2
1936,HURST POLICE DEPARTMENT,HURST,TX,TARRANT,48439,TX2201600,39160,1,TX,Tarrant,1914526.0,937266.0,977260.0,27.6,49.8,15.1,0.3,4.9,0.2,58711.0,15.0,6.9,4.2,32.7732044,-97.3516558,75,22000,65,0.8666666666666667,4,0.05333333333333334,5,1,0.06666666666666667,1,1,1,2,2
1937,MATAGORDA COUNTY SHERIFF'S OFFICE,BAY CITY,TX,BAY CITY,48321,TX1610000,37187,2,TX,Matagorda,36598.0,18119.0,18479.0,39.9,46.2,9.9,0.4,2.1,0.2,40797.0,21.7,6.4,2.7,28.691133,-95.9682714,38,7000,29,0.7631578947368421,1,0.02631578947368421,8,1,0.21052631578947367,1,1,2,1,2
1938,TRAVIS COUNTY SHERIFF'S OFFICE,AUSTIN,TX,TRAVIS,48453,TX2270000,1199323,2,TX,Travis,1121645.0,564941.0,556704.0,33.7,49.8,7.9,0.2,6.0,0.1,61451.0,16.4,6.0,1.9,30.2097015,-97.6982272,339,236304,241,0.7109144542772862,26,0.07669616519174041,68,1,0.20058997050147492,2,2,1,2,2
1939,JUNEAU POLICE DEPARTMENT,JUNEAU,AK,BOROUGH OF JUNEAU,2110,AK0010300,32468,1,,,,,,,,,,,,,,,,,,47,50000,38,0.8085106382978723,2,0.0425531914893617,1,1,0.02127659574468085,1,1,1,1,1
1940,MOUNTAIN BROOK POLICE DEPARTMENT,MOUNTAIN BROOK,AL,JEFFERSON,1073,AL0010300,20590,1,AL,Jefferson,659026.0,311581.0,347445.0,3.8,51.0,42.2,0.2,1.6,0.0,45610.0,18.8,9.1,10.6,32.3859585,-87.9017188,56,28460,52,0.9285714285714286,3,0.05357142857142857,0,2,0.0,1,2,2,2,2
1941,PRATTVILLE POLICE DEPARTMENT,PRATTVILLE,AL,AUTAUGA,1001,AL0040100,33683,1,AL,Autauga,55221.0,26745.0,28476.0,2.6,75.8,18.5,0.4,1.0,0.0,51281.0,12.9,7.6,14.1,32.5791817,-86.49965460000001,81,80380,71,0.8765432098765432,10,0.12345679012345678,0,2,0.0,1,1,2,2,2
1942,TUSCALOOSA COUNTY SHERIFF'S OFFICE,TUSCALOOSA,AL,TUSCALOOSA,1125,AL0630000,206102,2,AL,Tuscaloosa,200458.0,96781.0,103677.0,3.2,63.5,30.6,0.1,1.5,0.0,46565.0,19.1,7.6,13.0,33.2098407,-87.56917349999998,100,23539,81,0.81,18,0.18,0,-9,0.0,1,2,1,2,2
